samples,intensity,group
E.3,22.9973,E
E.3,13.2156,E
E.3,12.4538,E
E.3,15.6719,E
E.3,19.9272,E
E.3,16.7749,E
E.3,14.5607,E
E.3,16.6102,E
E.3,20.4496,E
E.3,18.8647,E
E.3,17.6163,E
E.3,18.8356,E
E.3,11.7212,E
E.3,18.9499,E
E.3,15.506,E
E.3,16.0039,E
E.3,18.5048,E
E.3,18.0621,E
E.3,17.4286,E
E.3,18.5707,E
E.3,18.048,E
E.3,16.8428,E
E.3,18.2653,E
E.3,15.6176,E
E.3,16.9733,E
E.3,14.3771,E
E.3,19.3311,E
E.3,17.2227,E
E.3,13.959,E
E.3,13.1068,E
E.3,17.6713,E
E.3,13.2011,E
E.3,15.1347,E
E.3,15.2577,E
E.3,13.0522,E
E.3,13.4957,E
E.3,15.4121,E
E.3,16.1685,E
E.3,13.6878,E
E.3,12.8051,E
E.3,16.7703,E
E.3,16.2076,E
E.3,17.0053,E
E.3,17.1026,E
E.3,15.1607,E
E.3,17.9603,E
E.3,15.0064,E
E.3,15.8764,E
E.3,15.6119,E
E.3,16.6672,E
E.3,16.954,E
E.3,15.4411,E
E.3,15.6202,E
E.3,14.6105,E
E.3,14.884,E
E.3,15.2219,E
E.3,16.291,E
E.3,14.2824,E
E.3,11.957,E
E.3,15.5676,E
E.3,12.9498,E
E.3,17.2807,E
E.3,14.0669,E
E.3,16.1007,E
E.3,13.9871,E
E.3,12.7179,E
E.3,15.5423,E
E.3,15.5637,E
E.3,16.2825,E
E.3,13.7178,E
E.3,16.5503,E
E.3,14.8603,E
E.3,14.0674,E
E.3,15.5778,E
E.3,12.4138,E
E.3,14.379,E
E.3,14.7666,E
E.3,14.528,E
E.3,17.6193,E
E.3,15.2729,E
E.3,16.5905,E
E.3,14.3624,E
E.3,18.9353,E
E.3,17.1853,E
E.3,17.0227,E
E.3,16.1901,E
E.3,15.8071,E
E.3,13.8509,E
E.3,13.4014,E
E.3,12.6509,E
E.3,13.7107,E
E.3,13.2749,E
E.3,16.2793,E
E.3,14.2494,E
E.3,15.7577,E
E.3,14.6567,E
E.3,13.4552,E
E.3,13.8275,E
E.3,15.596,E
E.3,14.7439,E
E.3,16.1039,E
E.3,17.0272,E
E.3,14.3733,E
E.3,12.1994,E
E.3,16.9028,E
E.3,15.2735,E
E.3,15.4449,E
E.3,16.4887,E
E.3,16.007,E
E.3,14.4363,E
E.3,15.5219,E
E.3,16.6778,E
E.3,16.007,E
E.3,14.3953,E
E.3,15.2774,E
E.3,16.8522,E
E.3,16.1825,E
E.3,14.6827,E
E.3,14.7527,E
E.3,12.1805,E
E.3,14.0546,E
E.3,15.0908,E
E.3,13.8069,E
E.3,11.9879,E
E.3,16.6584,E
E.3,18.6253,E
E.3,15.5847,E
E.3,15.0381,E
E.3,19.2165,E
E.3,16.4589,E
E.3,14.996,E
E.3,11.9191,E
E.3,11.7917,E
E.3,10.153,E
E.3,15.9514,E
E.3,16.0443,E
E.3,12.9489,E
E.3,17.2414,E
E.3,16.5996,E
E.3,14.906,E
E.3,14.1384,E
E.3,16.4101,E
E.3,14.587,E
E.3,15.0644,E
E.3,17.0807,E
E.3,20.6472,E
E.3,14.7178,E
E.3,16.3326,E
E.3,13.8934,E
E.3,17.6503,E
E.3,19.6281,E
E.3,17.9153,E
E.3,11.5391,E
E.3,13.042,E
E.3,14.5455,E
E.3,16.1696,E
E.3,15.1565,E
E.3,15.205,E
E.3,12.4877,E
E.3,13.1801,E
E.3,14.2367,E
E.3,16.0415,E
E.3,15.1633,E
E.3,16.9534,E
E.3,16.5538,E
E.3,13.3263,E
E.3,19.608,E
E.3,18.0869,E
E.3,15.7422,E
E.3,13.3269,E
E.3,17.7782,E
E.3,17.8429,E
E.3,14.263,E
E.3,16.8858,E
E.3,14.4422,E
E.3,13.2693,E
E.3,12.6564,E
E.3,19.9635,E
E.3,15.2459,E
E.3,14.4163,E
E.3,13.2826,E
E.3,14.7661,E
E.3,19.6192,E
E.3,13.3604,E
E.3,15.2929,E
E.3,16.4493,E
E.3,14.6733,E
E.3,16.2887,E
E.3,14.3302,E
E.3,16.2623,E
E.3,17.1102,E
E.3,14.2132,E
E.3,13.7542,E
E.3,14.5838,E
E.3,18.4586,E
E.3,13.2209,E
E.3,13.543,E
E.3,16.4835,E
E.3,13.5013,E
E.3,14.9051,E
E.3,14.6467,E
E.3,15.0623,E
E.3,15.5546,E
E.3,16.3746,E
E.3,16.2604,E
E.3,16.7479,E
E.3,16.101,E
E.3,15.9537,E
E.3,15.261,E
E.3,16.3662,E
E.3,15.755,E
E.3,17.0891,E
E.3,16.971,E
E.3,17.1866,E
E.3,14.0824,E
E.3,14.4331,E
E.3,14.3784,E
E.3,15.6058,E
E.3,15.4392,E
E.3,13.6819,E
E.3,15.4772,E
E.3,18.9597,E
E.3,13.4992,E
E.3,16.073,E
E.3,14.5748,E
E.3,16.1045,E
E.3,16.6535,E
E.3,14.6446,E
E.3,16.6962,E
E.3,17.9011,E
E.3,17.5564,E
E.3,11.8926,E
E.3,14.4668,E
E.3,18.9537,E
E.3,13.1055,E
E.3,17.6742,E
E.3,16.4546,E
E.3,15.3015,E
E.3,17.2471,E
E.3,16.6015,E
E.3,14.1334,E
E.3,16.6817,E
E.3,14.5018,E
E.3,17.6555,E
E.3,12.9818,E
E.3,15.1808,E
E.3,15.0244,E
E.3,19.3033,E
E.3,15.853,E
E.3,16.251,E
E.3,15.1876,E
E.3,15.6554,E
E.3,14.9361,E
E.3,15.2594,E
E.3,14.5756,E
E.3,16.4082,E
E.3,17.9387,E
E.3,16.3468,E
E.3,15.9017,E
E.3,16.1001,E
E.3,16.0654,E
E.3,14.9181,E
E.3,15.2225,E
E.3,16.073,E
E.3,14.809,E
E.3,15.8987,E
E.3,15.0756,E
E.3,12.1471,E
E.3,16.5208,E
E.3,14.5932,E
E.3,15.821,E
E.3,17.6678,E
E.3,15.8963,E
E.3,15.6502,E
E.3,15.1355,E
E.3,13.0078,E
E.3,12.91,E
E.3,15.663,E
E.3,14.2837,E
E.3,18.404,E
E.3,18.0368,E
E.3,13.8051,E
E.3,18.1175,E
E.3,15.961,E
E.3,11.3732,E
E.3,13.7437,E
E.3,13.6333,E
E.3,12.2582,E
E.3,12.439,E
E.3,15.1165,E
E.3,12.202,E
E.3,16.2335,E
E.3,16.2772,E
E.3,15.018,E
E.3,17.6536,E
E.3,18.6935,E
E.3,11.7955,E
E.3,16.4795,E
E.3,13.9747,E
E.3,15.3275,E
E.3,14.1464,E
E.3,13.1182,E
E.3,14.8114,E
E.3,18.9108,E
E.3,14.9649,E
E.3,13.0095,E
E.3,15.4431,E
E.3,13.3928,E
E.3,12.985,E
E.3,17.7398,E
E.3,15.5875,E
E.3,15.905,E
E.3,15.5653,E
E.3,16.2008,E
E.3,15.1892,E
E.3,12.8949,E
E.3,17.482,E
E.3,16.5975,E
E.3,15.2454,E
E.3,16.7704,E
E.3,12.5101,E
E.3,14.7676,E
E.3,16.2574,E
E.3,17.2845,E
E.3,16.8784,E
E.3,16.595,E
E.3,14.3204,E
E.3,15.648,E
E.3,14.6557,E
E.3,13.1379,E
E.3,12.467,E
E.3,14.9566,E
E.3,16.4929,E
E.3,11.9485,E
E.3,16.3422,E
E.3,16.1479,E
E.3,17.8923,E
E.3,15.4542,E
E.3,15.0314,E
E.3,15.1731,E
E.3,14.0004,E
E.3,14.9911,E
E.3,14.8524,E
E.3,14.1473,E
E.3,15.8503,E
E.3,13.9609,E
E.3,14.4892,E
E.3,15.4043,E
E.3,14.6977,E
E.3,17.2338,E
E.3,18.6902,E
E.3,15.9505,E
E.3,14.096,E
E.3,15.7695,E
E.3,15.5131,E
E.3,17.7323,E
E.3,18.2693,E
E.3,19.0072,E
E.3,15.8449,E
E.3,14.8875,E
E.3,14.3734,E
E.3,14.2462,E
E.3,17.3961,E
E.3,14.5302,E
E.3,15.4065,E
E.3,17.0444,E
E.3,19.3671,E
E.3,19.4667,E
E.3,15.6059,E
E.3,15.9133,E
E.3,13.6165,E
E.3,18.8941,E
E.3,13.7234,E
E.3,16.6014,E
E.3,14.2226,E
E.3,12.6683,E
E.3,13.5231,E
E.3,14.0609,E
E.3,14.2948,E
E.3,15.6407,E
E.3,16.0565,E
E.3,14.6005,E
E.3,16.5991,E
E.3,14.7182,E
E.3,16.1878,E
E.3,14.1224,E
E.3,16.6392,E
E.3,15.7699,E
E.3,18.186,E
E.3,20.171,E
E.3,15.5402,E
E.3,17.0666,E
E.3,19.886,E
E.3,13.8849,E
E.3,13.141,E
E.3,15.6592,E
E.3,12.7864,E
E.3,16.1785,E
E.3,15.3435,E
E.3,17.8328,E
E.3,12.7424,E
E.3,12.8765,E
E.3,16.3904,E
E.3,16.1283,E
E.3,15.2977,E
E.3,17.1415,E
E.3,12.7466,E
E.3,16.1394,E
E.3,16.3627,E
E.3,17.5296,E
E.3,22.9999,E
E.3,16.8385,E
E.3,15.2206,E
E.3,19.1723,E
E.3,16.269,E
E.3,14.4665,E
E.3,12.6982,E
E.3,15.6223,E
E.3,14.489,E
E.3,15.3559,E
E.3,12.5027,E
E.3,17.8473,E
E.3,15.9904,E
E.3,16.73,E
E.3,15.8436,E
E.3,15.2819,E
E.3,17.9478,E
E.3,19.0377,E
E.3,18.4286,E
E.3,15.5564,E
E.3,18.8181,E
E.3,16.9825,E
E.3,16.3228,E
E.3,17.338,E
E.3,16.6701,E
E.3,14.7779,E
E.3,15.9828,E
E.3,18.7633,E
E.3,14.206,E
E.3,14.9499,E
E.3,11.7932,E
E.3,16.443,E
E.3,17.894,E
E.3,15.3847,E
E.3,14.9674,E
E.3,15.5885,E
E.3,19.0362,E
E.3,18.5909,E
E.3,14.4673,E
E.3,14.6098,E
E.3,15.3478,E
E.3,15.9947,E
E.3,14.6496,E
E.3,13.3846,E
E.3,12.6366,E
E.3,12.3785,E
E.3,19.7444,E
E.3,15.3105,E
E.3,16.6509,E
E.3,16.4115,E
E.3,15.5054,E
E.3,12.3531,E
E.3,16.0793,E
E.3,16.0915,E
E.3,14.8351,E
E.3,15.3907,E
E.3,13.73,E
E.3,12.3966,E
E.3,15.8336,E
E.3,16.4399,E
E.3,16.2647,E
E.3,14.425,E
E.3,22.8103,E
E.3,11.4141,E
E.3,16.726,E
E.3,17.5549,E
E.3,16.4051,E
E.3,15.9254,E
E.3,12.8963,E
E.3,14.7223,E
E.3,16.8543,E
E.3,13.0529,E
E.3,15.4554,E
E.3,14.297,E
E.3,16.5747,E
E.3,13.8386,E
E.3,13.6373,E
E.3,16.7729,E
E.3,16.8452,E
E.3,16.5467,E
E.3,18.245,E
E.3,15.5008,E
E.3,16.8715,E
E.3,15.8507,E
E.3,14.8862,E
E.3,20.4688,E
E.3,15.4386,E
E.3,17.9977,E
E.3,12.6641,E
E.3,14.2734,E
E.3,12.9884,E
E.3,20.2682,E
E.3,14.7762,E
E.3,14.8447,E
E.3,16.5428,E
E.3,19.2498,E
E.3,16.9272,E
E.3,15.2464,E
E.3,15.6212,E
E.3,17.9634,E
E.3,18.5356,E
E.3,14.2576,E
E.3,16.5354,E
E.3,21.2092,E
E.3,15.4604,E
E.3,16.1319,E
E.3,14.2308,E
E.3,18.4363,E
E.3,14.4331,E
E.3,15.703,E
E.3,17.1483,E
E.3,20.935,E
E.3,17.697,E
E.3,21.7297,E
E.3,19.597,E
E.3,13.7964,E
E.3,17.8681,E
E.3,14.2101,E
E.3,16.9364,E
E.3,16.6337,E
E.3,16.1784,E
E.3,16.3963,E
E.3,14.9435,E
E.3,14.7033,E
E.3,17.6531,E
E.3,16.2044,E
E.3,15.4554,E
E.3,17.3528,E
E.3,15.7506,E
E.3,15.9021,E
E.3,16.0475,E
E.3,13.7785,E
E.3,15.7126,E
E.3,14.7918,E
E.3,14.7559,E
E.3,16.9777,E
E.3,14.1896,E
E.3,16.9431,E
E.3,15.8084,E
E.3,13.3346,E
E.3,15.0604,E
E.3,15.749,E
E.3,15.6129,E
E.3,14.1837,E
E.3,18.737,E
E.3,18.6131,E
E.3,13.9085,E
E.3,15.5172,E
E.3,18.2906,E
E.3,17.8546,E
E.3,15.6484,E
E.3,18.8918,E
E.3,14.972,E
E.3,12.6339,E
E.3,15.1469,E
E.3,13.3213,E
E.3,17.0429,E
E.3,19.1299,E
E.3,15.7374,E
E.3,14.5101,E
E.3,16.0185,E
E.3,16.2785,E
E.3,15.128,E
E.3,15.1761,E
E.3,15.9522,E
E.3,15.0486,E
E.3,19.6812,E
E.3,12.8539,E
E.3,13.0245,E
E.3,15.7761,E
E.3,11.9874,E
E.3,18.3849,E
E.3,13.3967,E
E.3,14.7074,E
E.3,15.0429,E
E.3,14.9792,E
E.3,16.9181,E
E.3,16.2583,E
E.3,15.2745,E
E.3,15.8138,E
E.3,15.3001,E
E.3,16.965,E
E.3,13.4394,E
E.3,16.1755,E
E.3,13.9923,E
E.3,17.1549,E
E.3,12.8029,E
E.3,16.6157,E
E.3,13.9111,E
E.3,18.1946,E
E.3,15.3762,E
E.3,13.0436,E
E.3,15.9299,E
E.3,15.1492,E
E.3,14.879,E
E.3,14.6047,E
E.3,15.2169,E
E.3,15.8641,E
E.3,16.9935,E
E.3,17.8704,E
E.3,16.9379,E
E.3,17.8885,E
E.3,19.3791,E
E.3,16.6701,E
E.3,15.6817,E
E.3,13.4186,E
E.3,12.3779,E
E.3,17.3004,E
E.3,15.3774,E
E.3,14.1335,E
E.3,12.4093,E
E.3,14.7139,E
E.3,14.6698,E
E.3,13.3327,E
E.3,15.2904,E
E.3,14.2259,E
E.3,15.147,E
E.3,15.051,E
E.3,18.0584,E
E.3,14.9,E
E.3,15.84,E
E.3,16.1763,E
E.3,15.9699,E
E.3,12.7989,E
E.3,16.391,E
E.3,12.2686,E
E.3,17.3095,E
E.3,18.218,E
E.3,16.796,E
E.3,14.8875,E
E.3,18.6162,E
E.3,16.3153,E
E.3,17.9233,E
E.3,15.8272,E
E.3,15.8383,E
E.3,14.1183,E
E.3,15.8093,E
E.3,14.2332,E
E.3,15.9669,E
E.3,16.2576,E
E.3,17.8852,E
E.3,12.8782,E
E.3,19.0099,E
E.3,19.6412,E
E.3,14.5143,E
E.3,17.5575,E
E.3,15.7213,E
E.3,14.7597,E
E.3,18.2745,E
E.3,16.0377,E
E.3,14.4234,E
E.3,17.181,E
E.3,14.7322,E
E.3,15.3927,E
E.3,13.4303,E
E.3,15.4314,E
E.3,17.6809,E
E.3,16.4136,E
E.3,16.3141,E
E.3,12.8128,E
E.3,14.4462,E
E.3,16.2653,E
E.3,15.508,E
E.3,16.7267,E
E.3,13.575,E
E.3,12.07,E
E.3,16.2393,E
E.3,15.5136,E
E.3,12.2685,E
E.3,18.2425,E
E.3,15.0585,E
E.3,17.5437,E
E.3,16.8774,E
E.3,15.61,E
E.3,17.229,E
E.3,18.522,E
E.3,15.9545,E
E.3,18.4411,E
E.3,15.725,E
E.3,17.8175,E
E.3,16.8099,E
E.3,13.1901,E
E.3,17.0632,E
E.3,13.5025,E
E.3,16.0403,E
E.3,16.9773,E
E.3,17.5681,E
E.3,16.1423,E
E.3,16.921,E
E.3,18.0354,E
E.3,15.2825,E
E.3,13.376,E
E.3,13.1507,E
E.3,16.7906,E
E.3,21.3495,E
E.3,15.659,E
E.3,13.7855,E
E.3,14.4287,E
E.3,14.1421,E
E.3,15.9721,E
E.3,16.9723,E
E.3,17.744,E
E.3,17.0784,E
E.3,16.782,E
E.3,16.067,E
E.3,16.8674,E
E.3,15.5737,E
E.3,16.1024,E
E.3,16.4338,E
E.3,15.6984,E
E.3,16.5354,E
E.3,16.6443,E
E.3,18.3953,E
E.3,14.7076,E
E.3,15.4723,E
E.3,16.7498,E
E.3,12.0045,E
E.3,20.6088,E
E.3,12.7845,E
E.3,12.8418,E
E.3,16.8934,E
E.3,16.244,E
E.3,18.3442,E
E.3,16.4745,E
E.3,16.8132,E
E.3,14.4128,E
E.3,19.6706,E
E.3,17.7757,E
E.3,14.5707,E
E.3,19.5445,E
E.3,15.4957,E
E.3,14.3485,E
E.3,14.8358,E
E.3,16.4073,E
E.3,15.2419,E
E.3,16.7931,E
E.3,12.5664,E
E.3,18.2355,E
E.3,13.9756,E
E.3,15.3903,E
E.3,14.8172,E
E.3,16.555,E
E.3,19.6476,E
E.3,14.7793,E
E.3,14.7204,E
E.3,14.4351,E
E.3,15.203,E
E.3,14.7454,E
E.3,16.1795,E
E.3,17.6059,E
E.3,16.5313,E
E.3,17.6481,E
E.3,13.6905,E
E.3,14.6019,E
E.3,18.3509,E
E.3,17.6411,E
E.3,16.4905,E
E.3,14.6513,E
E.3,12.7046,E
E.3,16.2915,E
E.3,15.0475,E
E.3,19.2601,E
E.3,15.0825,E
E.3,17.2977,E
E.3,17.3108,E
E.3,12.089,E
E.3,12.0217,E
E.3,14.2868,E
E.3,19.7196,E
E.3,16.1022,E
E.3,15.1913,E
E.3,12.8744,E
E.3,15.5047,E
E.3,14.5474,E
E.3,14.7273,E
E.3,14.1835,E
E.3,13.059,E
E.3,15.4513,E
E.3,14.1791,E
E.3,15.4727,E
E.3,19.7538,E
E.3,19.9018,E
E.3,15.1649,E
E.3,14.9471,E
E.3,18.2623,E
E.3,16.0519,E
E.3,16.2787,E
E.3,12.0398,E
E.3,16.4354,E
E.3,16.4806,E
E.3,17.0998,E
E.3,15.4524,E
E.3,18.1086,E
E.3,14.7819,E
E.3,16.0725,E
E.3,12.9401,E
E.3,16.3844,E
E.3,16.6389,E
E.3,18.0426,E
E.3,16.6454,E
E.3,12.0166,E
E.3,12.6481,E
E.3,18.0909,E
E.3,17.81,E
E.3,17.6259,E
E.3,12.0706,E
E.3,14.9497,E
E.3,16.4227,E
E.3,19.32,E
E.3,14.9575,E
E.3,17.4875,E
E.3,13.774,E
E.3,18.458,E
E.3,12.8782,E
E.3,18.1556,E
E.3,16.5413,E
E.3,15.8188,E
E.3,16.0432,E
E.3,16.2506,E
E.3,14.7883,E
E.3,17.2878,E
E.3,18.761,E
E.3,19.05,E
E.3,18.9416,E
E.3,14.4161,E
E.3,13.4463,E
E.3,14.0821,E
E.3,14.9079,E
E.3,15.1,E
E.3,20.7231,E
E.3,17.7187,E
E.3,14.1831,E
E.3,16.3986,E
E.3,15.5887,E
E.3,11.3993,E
E.3,15.9264,E
E.3,12.598,E
E.3,15.3193,E
E.3,18.33,E
E.3,17.2021,E
E.3,15.8172,E
E.3,16.8427,E
E.3,17.4893,E
E.3,13.324,E
E.3,15.1071,E
E.3,16.6733,E
E.3,16.1577,E
E.3,13.6279,E
E.3,17.3757,E
E.3,16.9097,E
E.3,13.9728,E
E.3,12.5344,E
E.3,17.3277,E
E.3,12.0727,E
E.3,15.7179,E
E.3,16.1519,E
E.3,15.7077,E
E.3,17.2322,E
E.3,15.0599,E
E.3,14.083,E
E.3,18.58,E
E.3,16.151,E
E.3,16.603,E
E.3,17.2676,E
E.3,16.3594,E
E.3,17.3741,E
E.3,18.8063,E
E.3,14.3227,E
E.3,17.6841,E
E.3,15.5809,E
E.3,15.6003,E
E.3,19.7876,E
E.3,16.3433,E
E.3,13.6711,E
E.3,15.5208,E
E.3,16.2969,E
E.3,17.489,E
E.3,16.4769,E
E.3,13.1945,E
E.3,15.1307,E
E.3,15.2278,E
E.3,15.7265,E
E.3,16.8901,E
E.3,16.316,E
E.3,16.1444,E
E.3,17.4323,E
E.3,16.8926,E
E.3,15.0105,E
E.3,13.9214,E
E.3,15.5946,E
E.3,18.2314,E
E.3,12.8846,E
E.3,15.4419,E
E.3,18.0987,E
E.3,14.4234,E
E.3,15.5519,E
E.3,18.0933,E
E.3,16.6191,E
E.3,17.7987,E
E.3,17.2118,E
E.3,15.0762,E
E.3,15.526,E
E.3,16.21,E
E.3,21.7589,E
E.3,11.8566,E
E.3,17.0255,E
E.3,19.3044,E
E.3,15.2436,E
E.3,15.4606,E
E.3,13.0251,E
E.3,15.8434,E
E.3,17.7492,E
E.3,14.5794,E
E.3,20.1373,E
E.3,18.8991,E
E.3,17.5267,E
E.3,13.7065,E
E.3,17.1929,E
E.3,15.6252,E
E.3,15.6261,E
E.3,14.0176,E
E.3,9.89621,E
E.3,15.7933,E
E.3,12.8354,E
E.3,14.1335,E
E.3,16.6925,E
E.3,18.4984,E
E.3,20.1265,E
E.3,16.8854,E
E.3,17.7558,E
E.3,15.3841,E
E.3,14.8894,E
E.3,15.3459,E
E.3,17.6288,E
E.3,16.7658,E
E.3,14.9919,E
E.3,16.8793,E
E.3,14.929,E
E.3,18.3832,E
E.3,12.1137,E
E.3,17.0768,E
E.3,17.8379,E
E.3,16.1884,E
E.3,17.0659,E
E.3,14.5182,E
E.3,16.7152,E
E.3,14.8933,E
E.3,15.5465,E
E.3,14.9771,E
E.3,12.3916,E
E.3,17.057,E
E.3,14.8591,E
E.3,13.049,E
E.3,15.9604,E
E.3,15.7987,E
E.3,14.5705,E
E.3,15.952,E
E.3,15.1696,E
E.3,16.9336,E
E.3,16.9985,E
E.3,14.6132,E
E.3,14.5981,E
E.3,15.424,E
E.3,12.8392,E
E.3,16.0392,E
E.3,14.3066,E
E.3,16.5533,E
E.3,16.4979,E
E.3,15.7856,E
E.3,13.9714,E
E.3,16.5988,E
E.3,12.5064,E
E.3,15.5763,E
E.3,17.5132,E
E.3,15.6459,E
E.3,18.1297,E
E.3,14.9572,E
E.3,17.2215,E
E.3,15.774,E
E.3,12.2686,E
E.3,17.9826,E
E.3,16.8495,E
E.3,16.056,E
E.3,16.0455,E
E.3,13.6699,E
E.3,12.2115,E
E.3,14.3062,E
E.3,14.4032,E
E.3,18.6239,E
E.3,16.5815,E
E.3,13.0321,E
E.3,13.4559,E
E.3,15.8612,E
E.3,19.9373,E
E.3,13.432,E
E.3,16.1541,E
E.3,17.7858,E
E.3,19.014,E
E.3,14.729,E
E.3,13.1293,E
E.3,14.4423,E
E.3,17.2599,E
E.3,16.5472,E
E.3,18.037,E
E.3,12.8362,E
E.3,13.3434,E
E.3,14.7773,E
E.3,12.324,E
E.3,15.8162,E
E.3,16.3894,E
E.3,16.8764,E
E.3,18.9659,E
E.3,14.958,E
E.3,15.1797,E
E.3,16.586,E
E.3,15.4169,E
E.4,17.0604,E
E.4,18.6567,E
E.4,13.4613,E
E.4,12.4293,E
E.4,14.7207,E
E.4,13.4495,E
E.4,14.657,E
E.4,15.0723,E
E.4,17.6261,E
E.4,12.614,E
E.4,14.7033,E
E.4,12.2039,E
E.4,12.8124,E
E.4,16.7653,E
E.4,12.9153,E
E.4,12.9203,E
E.4,13.3375,E
E.4,12.5517,E
E.4,16.8581,E
E.4,13.8586,E
E.4,19.0812,E
E.4,13.5578,E
E.4,12.9181,E
E.4,13.9407,E
E.4,13.2922,E
E.4,15.6082,E
E.4,18.1597,E
E.4,14.3872,E
E.4,12.1581,E
E.4,17.0472,E
E.4,18.0713,E
E.4,13.5721,E
E.4,12.8336,E
E.4,14.6916,E
E.4,16.3232,E
E.4,18.1764,E
E.4,15.1406,E
E.4,13.8826,E
E.4,13.3038,E
E.4,13.5278,E
E.4,18.0014,E
E.4,14.2924,E
E.4,12.9875,E
E.4,20.9409,E
E.4,13.8944,E
E.4,18.5911,E
E.4,15.8956,E
E.4,12.4005,E
E.4,12.757,E
E.4,13.5236,E
E.4,13.8869,E
E.4,13.5995,E
E.4,13.415,E
E.4,16.3188,E
E.4,16.0547,E
E.4,14.5332,E
E.4,17.7758,E
E.4,18.8149,E
E.4,13.8866,E
E.4,17.0405,E
E.4,15.4979,E
E.4,18.7628,E
E.4,14.2305,E
E.4,13.8517,E
E.4,12.6436,E
E.4,13.364,E
E.4,15.9286,E
E.4,18.3873,E
E.4,16.4596,E
E.4,17.9835,E
E.4,16.4748,E
E.4,17.224,E
E.4,12.6377,E
E.4,13.8307,E
E.4,13.128,E
E.4,13.1505,E
E.4,17.4286,E
E.4,15.4126,E
E.4,15.3817,E
E.4,17.464,E
E.4,16.3731,E
E.4,13.1739,E
E.4,12.4253,E
E.4,16.7562,E
E.4,12.924,E
E.4,16.8962,E
E.4,21.6463,E
E.4,13.7682,E
E.4,13.4284,E
E.4,16.2976,E
E.4,17.388,E
E.4,13.9188,E
E.4,12.8406,E
E.4,17.235,E
E.4,14.253,E
E.4,11.6143,E
E.4,15.8927,E
E.4,13.1722,E
E.4,12.8419,E
E.4,15.105,E
E.4,11.3579,E
E.4,13.8283,E
E.4,11.6864,E
E.4,17.8314,E
E.4,18.0479,E
E.4,12.3842,E
E.4,16.469,E
E.4,12.6178,E
E.4,13.5541,E
E.4,14.3262,E
E.4,13.6735,E
E.4,16.5986,E
E.4,19.2549,E
E.4,16.7581,E
E.4,18.1478,E
E.4,14.569,E
E.4,16.3351,E
E.4,13.3911,E
E.4,13.9463,E
E.4,18.9469,E
E.4,13.1741,E
E.4,16.7729,E
E.4,16.2113,E
E.4,12.7396,E
E.4,16.6244,E
E.4,18.7733,E
E.4,14.437,E
E.4,12.4599,E
E.4,13.0613,E
E.4,17.1176,E
E.4,17.7003,E
E.4,12.2225,E
E.4,11.7425,E
E.4,16.323,E
E.4,15.0523,E
E.4,13.9242,E
E.4,14.9817,E
E.4,13.211,E
E.4,12.4602,E
E.4,12.033,E
E.4,15.3212,E
E.4,19.879,E
E.4,19.0372,E
E.4,15.8114,E
E.4,16.6007,E
E.4,18.0311,E
E.4,12.6983,E
E.4,13.4533,E
E.4,12.694,E
E.4,12.676,E
E.4,19.4331,E
E.4,13.594,E
E.4,19.1416,E
E.4,13.9392,E
E.4,15.2452,E
E.4,12.8469,E
E.4,12.2411,E
E.4,19.1346,E
E.4,12.2771,E
E.4,19.0219,E
E.4,15.3278,E
E.4,15.1763,E
E.4,19.3395,E
E.4,16.1633,E
E.4,15.2585,E
E.4,15.1102,E
E.4,19.9419,E
E.4,17.5905,E
E.4,17.5495,E
E.4,18.2131,E
E.4,15.049,E
E.4,13.8679,E
E.4,17.6225,E
E.4,13.1211,E
E.4,13.1708,E
E.4,14.6655,E
E.4,14.5948,E
E.4,18.8204,E
E.4,12.5037,E
E.4,14.184,E
E.4,12.7082,E
E.4,12.7544,E
E.4,15.5168,E
E.4,15.1007,E
E.4,14.5264,E
E.4,22.1187,E
E.4,12.6809,E
E.4,13.3001,E
E.4,17.6634,E
E.4,16.8793,E
E.4,17.9652,E
E.4,17.0095,E
E.4,13.3421,E
E.4,12.7908,E
E.4,13.2237,E
E.4,17.4196,E
E.4,16.8871,E
E.4,16.1484,E
E.4,15.757,E
E.4,15.5822,E
E.4,17.0142,E
E.4,15.9965,E
E.4,15.688,E
E.4,11.8428,E
E.4,13.3662,E
E.4,16.0319,E
E.4,14.9865,E
E.4,17.6538,E
E.4,19.2508,E
E.4,17.8622,E
E.4,18.6378,E
E.4,13.7225,E
E.4,14.7002,E
E.4,13.9916,E
E.4,12.7471,E
E.4,17.6461,E
E.4,13.5536,E
E.4,13.2698,E
E.4,14.3149,E
E.4,18.4252,E
E.4,17.1891,E
E.4,13.803,E
E.4,12.0286,E
E.4,17.5676,E
E.4,13.3063,E
E.4,13.4202,E
E.4,21.3456,E
E.4,17.2728,E
E.4,13.2647,E
E.4,15.3782,E
E.4,16.7838,E
E.4,18.255,E
E.4,14.5882,E
E.4,18.8309,E
E.4,22.579,E
E.4,12.4619,E
E.4,15.7578,E
E.4,12.5798,E
E.4,15.0544,E
E.4,16.4371,E
E.4,12.8969,E
E.4,13.1228,E
E.4,12.5323,E
E.4,13.6658,E
E.4,19.0476,E
E.4,18.8318,E
E.4,11.5304,E
E.4,13.9551,E
E.4,13.0884,E
E.4,13.3806,E
E.4,17.8255,E
E.4,17.4303,E
E.4,17.3522,E
E.4,15.6781,E
E.4,18.3395,E
E.4,11.7369,E
E.4,17.1081,E
E.4,16.5037,E
E.4,12.7335,E
E.4,19.722,E
